Unnamed: 0,follower,no_of_followers,no_of_followees,is_private,ratio,no_of_posts
7779,picoandmarley,2189,3519,FALSE,1.607583371,641
7780,wan_zh3n,141,763,TRUE,5.411347518,178
7781,blablatansheep,589,587,TRUE,0.996604414,61
7782,serenityting,441,699,FALSE,1.585034014,619
7783,chimcheryl,16,194,TRUE,12.125,0
7784,stonesofgaia,155,195,FALSE,1.258064516,0
7785,weitinggggggg,570,1169,TRUE,2.050877193,122
7786,lollicandise,888,618,TRUE,0.695945946,2329
7787,pkc_gui_mei1016,965,4012,TRUE,4.157512953,137
7788,the_pavedroad,87,771,TRUE,8.862068966,4
7789,wbpauline,431,434,TRUE,1.006960557,268
7790,meievangeline,28,124,TRUE,4.428571429,797
7791,evalee1102,77,700,TRUE,9.090909091,8
7792,sher2lyn,139,251,TRUE,1.805755396,37
7793,estherbeizhen,147,293,FALSE,1.993197279,14
7794,glitterfairyyy00,501,1129,TRUE,2.253493014,411
7795,violetgoh,1519,1552,FALSE,1.021724819,5538
7796,zhuukaren,106,666,TRUE,6.283018868,1079
7797,pangpangyogiyo,18,70,TRUE,3.888888889,73
7798,txffany_txf,411,971,TRUE,2.362530414,7
7799,feyremor_9808,1,1851,TRUE,1851,0
7800,sanni_ng,101,195,TRUE,1.930693069,203
7801,27loveforever,71,136,TRUE,1.915492958,293
7802,melonbubblegum,25,558,TRUE,22.32,75
7803,ena.oh.ena,609,2426,TRUE,3.983579639,3294
7804,berni3chan,1332,1671,FALSE,1.254504505,779
7805,quartzark,1815,645,FALSE,0.355371901,142
7806,ssffo,564,1130,FALSE,2.003546099,1922
7807,cheryldesiree,8016,3203,FALSE,0.399575848,2712
7808,eileenlsl,381,1226,TRUE,3.217847769,98
7809,wee_lawtan,110,459,FALSE,4.172727273,10
7810,kimberly1012_,77,838,TRUE,10.88311688,12
7811,chenvincent8,861,7115,FALSE,8.263646922,555
7812,cheryunz,170,821,TRUE,4.829411765,308
7813,ylngx_,574,773,FALSE,1.346689895,95
7814,ger_kuang,122,2042,TRUE,16.73770492,1885
7815,chialismacks,460,1392,FALSE,3.026086957,449
7816,sg.moguu,2946,1753,FALSE,0.595044128,736
7817,yiijiing24,1424,2754,TRUE,1.933988764,115
7818,tingtingserene,36,703,TRUE,19.52777778,2168
7819,missjoreis,1144,4441,FALSE,3.881993007,2746
7820,ahxin09,238,794,FALSE,3.336134454,3
7821,snowaholic.beauty,343,1807,FALSE,5.268221574,143
7822,qingqingxx,154,2602,TRUE,16.8961039,2386
7823,beautyexpertlina,611,2512,FALSE,4.111292962,476
7824,feedxinyi,38,187,FALSE,4.921052632,4
7825,teeseesee,364,722,TRUE,1.983516484,1042
7826,kimiiethea,11132,3950,FALSE,0.354832914,4400
7827,petalsplus.sg,8618,87,FALSE,0.01009515,396
7828,ladotc,232,1243,TRUE,5.357758621,29
7829,vivianxuanyun,46,150,TRUE,3.260869565,24
7830,ketomama_of_bbo,352,638,FALSE,1.8125,1657
7831,beauliciously,129,346,FALSE,2.682170543,184
7832,beautywithaheart2017,377,583,FALSE,1.546419098,205
7833,gracetan0711,695,3917,TRUE,5.635971223,3337
7834,shineeting,217,272,FALSE,1.253456221,653
7835,michivory,1953,1025,TRUE,0.524833589,396
7836,jackiekohcy,227,1076,FALSE,4.740088106,25
7837,abigail_chewie,121,534,TRUE,4.41322314,54
7838,yinsayyie,1490,1945,FALSE,1.305369128,136
7839,xmatcha_lover,242,2449,FALSE,10.11983471,16
7840,ksh242003,827,7490,FALSE,9.056831923,102
7841,airimagg,1537,1373,FALSE,0.893298634,80
7842,angel.chng,161,1570,TRUE,9.751552795,193
7843,steph_luv13,418,2985,FALSE,7.141148325,176
7844,lii.aii.love,34,297,TRUE,8.735294118,162
7845,sentimental2017,44,349,TRUE,7.931818182,155
7846,livesimply.nwx,582,310,FALSE,0.532646048,78
7847,leefer123456789,8,845,TRUE,105.625,1
7848,rachrach_lim,92,202,TRUE,2.195652174,30
7849,lxiue,307,1287,FALSE,4.19218241,388
7850,shifasyifanur,0,1378,TRUE,1378,0
7851,mikku.36,85,140,FALSE,1.647058824,5
7852,xuelicheris,505,1699,TRUE,3.364356436,1037
7853,j0anne85,117,335,TRUE,2.863247863,299
7854,kent.ngan.96,0,859,TRUE,859,0
7855,baabaabella,17,82,FALSE,4.823529412,3
7856,olivia.chong1,530,319,TRUE,0.601886792,16
7857,pamz027,18,136,TRUE,7.555555556,0
7858,wywy02158,3,73,TRUE,24.33333333,1
7859,wanhui05,164,570,TRUE,3.475609756,6
7860,blueystar,78,612,TRUE,7.846153846,351
7861,bhunlim,92,352,TRUE,3.826086957,1
7862,happymeiqii,260,834,TRUE,3.207692308,333
7863,lyndaxie,826,1455,TRUE,1.761501211,994
7864,dorisgam,126,436,TRUE,3.46031746,558
7865,linteoh88,162,443,TRUE,2.734567901,366
7866,evonmiss,240,993,TRUE,4.1375,218
7867,j_swans,1016,7173,FALSE,7.06003937,137
7868,mongji.tubs_miyuki,351,372,FALSE,1.05982906,257
7869,euhhue,822,5931,FALSE,7.215328467,2880
7870,lktl82,59,7,FALSE,0.118644068,0
7871,inquisitivejune,1841,792,FALSE,0.430200978,77
7872,ayanohuiying,675,1454,FALSE,2.154074074,491
7873,s_pang_12,80,129,TRUE,1.6125,137
7874,inmostlove,443,556,TRUE,1.255079007,229
7875,bubbletayyy,684,872,FALSE,1.274853801,400
7876,i.huixian,298,641,TRUE,2.151006711,16
7877,furrrbeeclouds,601,757,TRUE,1.259567388,32
7878,tissue___box,3,21,TRUE,7,0
7879,jasanitip_singapore,51,249,FALSE,4.882352941,14
7880,palanisharmi7758.ps,343,254,FALSE,0.740524781,4
7881,lcfangeline,24,222,TRUE,9.25,25
7882,ellieloveyou,9335,3436,FALSE,0.368077129,3673
7883,wendi.quak,885,1012,FALSE,1.143502825,3481
7884,valcheng,385,3160,TRUE,8.207792208,185
7885,pisceslee1974,260,852,TRUE,3.276923077,991
7886,yayazones,111,894,TRUE,8.054054054,28
7887,caeyee,329,1393,TRUE,4.234042553,793
7888,hui.hu1,22,529,TRUE,24.04545455,39
7889,yudkbh.fandom,3141,110,FALSE,0.035020694,704
7890,joannekiong,11972,685,FALSE,0.057216839,2017
7891,eueva4hotmailcom,113,180,TRUE,1.592920354,101
7892,andreajoeytay,141,208,TRUE,1.475177305,308
7893,shanni_83,536,2684,TRUE,5.007462687,3155
7894,estherk.16,161,460,TRUE,2.857142857,31
7895,adel7704,50,97,TRUE,1.94,5
7896,el3en,281,608,TRUE,2.163701068,592
7897,madtravelholic,609,544,FALSE,0.893267652,664
7898,yishanelise,139,385,TRUE,2.769784173,77
7899,snowyhsy,648,600,FALSE,0.925925926,719
7900,viv_choosh,80,414,TRUE,5.175,28
7901,ahy_agnes,120,980,TRUE,8.166666667,213
7902,kookiechim9795,0,105,TRUE,105,0
7903,floralandbakes.co,385,515,FALSE,1.337662338,133
7904,danii,113,681,TRUE,6.026548673,286
7905,adrienneyiphl,192,467,TRUE,2.432291667,2170
7906,_ladybachata_,117,1077,TRUE,9.205128205,99
7907,lengster0074,76,178,TRUE,2.342105263,7
7908,joyce_keee,12,112,TRUE,9.333333333,71
7909,eightmegabites,192,802,TRUE,4.177083333,246
7910,npw92,49,107,TRUE,2.183673469,28
7911,bagofbeautiful,3493,160,FALSE,0.045805898,384
7912,jolenelimfb,463,1829,TRUE,3.950323974,1504
7913,sunflowerprizee,66,95,FALSE,1.439393939,7
7914,gerrychen09,9122,1563,TRUE,0.171344004,289
7915,_zazasam,520,946,TRUE,1.819230769,102
7916,m_aesthetic_mingmin,850,7156,FALSE,8.418823529,113
7917,lleyxx444,65,1162,TRUE,17.87692308,2968
7918,shopxnasha,225,524,FALSE,2.328888889,6
7919,cookingmissus,164,573,FALSE,3.493902439,9
7920,doreenchuahm,92,265,TRUE,2.880434783,187
7921,tipsycrystals,445,625,FALSE,1.404494382,55
7922,eyeloveuu,271,317,TRUE,1.169741697,227
7923,shoveaway,51,242,TRUE,4.745098039,9
7924,sangiiiii,191,342,TRUE,1.790575916,77
7925,4.acddma,86,145,TRUE,1.686046512,30
7926,alexis_poh,24,24,FALSE,1,10
7927,thewildbluebell,183,1178,TRUE,6.43715847,32
7928,c.zhaoling,790,1875,TRUE,2.373417722,326
7929,nzaf27,49,732,TRUE,14.93877551,0
7930,tinkerb_ella,1110,1427,TRUE,1.285585586,192
7931,yukikochong,189,226,TRUE,1.195767196,701
7932,wl_eva,511,1134,FALSE,2.219178082,150
7933,haseena_hazelnut,107,922,TRUE,8.61682243,13
7934,qshimin_,255,294,TRUE,1.152941176,290
7935,tocheche,649,688,FALSE,1.06009245,1291
7936,karapufff,140,198,TRUE,1.414285714,791
7937,tiingsxx,1,148,TRUE,148,113
7938,yi_lin0000,332,402,FALSE,1.210843373,16
7939,xiinx3,545,1132,TRUE,2.07706422,27
7940,annabelleyoz,249,780,TRUE,3.13253012,2166
7941,whoopsy_mel_original,153,770,TRUE,5.032679739,65
7942,zhuotq,53,605,TRUE,11.41509434,419
7943,naddyhady,641,1107,TRUE,1.72698908,21
7944,_t_c_6,156,874,TRUE,5.602564103,93
7945,ourfourblessings,1660,812,FALSE,0.489156627,5168
7946,_vanessathor_,264,264,FALSE,1,37
7947,sz._.lee,23,259,FALSE,11.26086957,40
7948,isabel__tan,290,261,FALSE,0.9,398
7949,feliciahanhan,53,189,TRUE,3.566037736,4
7950,pohtingtong,296,276,TRUE,0.932432432,1233
7951,karenngst,1244,2962,FALSE,2.381028939,333
7952,gnawnnaz,397,798,TRUE,2.010075567,235
7953,yanjingjing_90,24,1084,TRUE,45.16666667,84
7954,_nuraisyah_,899,1429,TRUE,1.589543938,218
7955,wildrocketzz,692,1355,FALSE,1.958092486,1160
7956,ferynntxp,221,687,TRUE,3.108597285,8
7957,siaorah,78,3202,TRUE,41.05128205,1636
7958,novsnow,0,314,TRUE,314,1
7959,ngjieyi,278,708,FALSE,2.54676259,3208
7960,cherylyewliqwen,1212,1142,TRUE,0.942244224,461
7961,sylvialimxy,390,755,TRUE,1.935897436,274
7962,myvanzc,674,854,TRUE,1.267062315,93
7963,fabrianneteo,1569,985,TRUE,0.6277884,1136
7964,jovieqq,48,28,FALSE,0.583333333,11
7965,eleanaleels,57,336,TRUE,5.894736842,0
7966,panjshirpanjshiry,123,572,FALSE,4.650406504,14
7967,stupidwanli,395,521,TRUE,1.318987342,138
7968,jia_hui82,22,622,TRUE,28.27272727,2
7969,un.averse,384,510,FALSE,1.328125,35
7970,hispattypat,163,3057,TRUE,18.75460123,958
7971,winglmocha,503,1489,TRUE,2.960238569,871
7972,nguyenpanh,212,211,TRUE,0.995283019,118
7973,jiamin_,349,626,TRUE,1.793696275,118
7974,elslyn,83,191,TRUE,2.301204819,2335
7975,gracamazing,329,491,TRUE,1.492401216,111
7976,charlottedevon,301,236,TRUE,0.784053156,859
7977,lizamaswani,58,256,TRUE,4.413793103,1
7978,chrischua17,98,239,FALSE,2.43877551,0
7979,himissng,253,1696,TRUE,6.703557312,414
7980,paulinepah,100,212,FALSE,2.12,0
7981,ahfenny,338,465,FALSE,1.375739645,831
7982,vienniegoh,338,465,FALSE,1.375739645,831
7983,slee242hotmailcom,63,30,FALSE,0.476190476,20
7984,genthegran,45,1079,TRUE,23.97777778,2347
7985,joeyrooooo,434,927,TRUE,2.1359447,584
7986,emmahuyating,158,127,FALSE,0.803797468,882
7987,sarahmardiana,780,1242,TRUE,1.592307692,26
7988,manyu.sea,0,106,TRUE,106,1
7989,finallyitmakessense,223,52,FALSE,0.233183857,9
7990,tinyxx_not_smol,485,3178,FALSE,6.55257732,335
7991,estella2406,1177,4432,FALSE,3.765505523,4804
7992,nuraqs,138,1663,TRUE,12.05072464,700
7993,ginny.tsai,255,440,TRUE,1.725490196,666
7994,joyce.travel.food,84,237,TRUE,2.821428571,1754
7995,wonglinirene,57,35,FALSE,0.614035088,5
7996,jesslynlll,116,238,TRUE,2.051724138,374
7997,swirlsofstars,30,575,TRUE,19.16666667,188
7998,arabellafaithjewellery,807,952,FALSE,1.179677819,14
7999,missymoo,356,1329,TRUE,3.733146067,251
8000,flowflutterfly,138,2096,TRUE,15.1884058,2451
8001,autumnchris23,38,174,TRUE,4.578947368,6
8002,beadsforyou.sg,3264,2364,FALSE,0.724264706,138
8003,themargogirl,37,779,FALSE,21.05405405,1
8004,aishikido,34,846,TRUE,24.88235294,604
8005,jenniferchengsl,121,350,TRUE,2.892561983,116
8006,fluffymelkshake,887,1060,TRUE,1.195039459,44
8007,witchsabby,280,1443,TRUE,5.153571429,637
8008,_le.joy,134,242,TRUE,1.805970149,3
8009,jasminexiaoduola,218,406,TRUE,1.862385321,68
8010,blazedwell,7,28,FALSE,4,0
8011,kimberlychenmx,225,678,TRUE,3.013333333,30
8012,cuddlesngiggles,445,1460,TRUE,3.280898876,170
8013,angela0bw,6,128,TRUE,21.33333333,0
8014,thejadoregem,5359,5489,FALSE,1.024258257,268
8015,maszahmasod,1409,4437,TRUE,3.149041874,3304
8016,qmomom0,254,446,TRUE,1.755905512,42
8017,oaoekh,131,224,TRUE,1.709923664,169
8018,invisible.com43ver,217,837,TRUE,3.857142857,384
8019,gude_chin,301,638,TRUE,2.119601329,952
8020,layyyhoon_,555,1126,FALSE,2.028828829,111
8021,highgardencandle,2383,1628,FALSE,0.683172472,250
8022,hugoangelynwilliams,2383,1628,FALSE,0.683172472,250
8023,steffafanie,532,1360,TRUE,2.556390977,209
8024,dill_nurf,422,1534,TRUE,3.63507109,142
8025,mercedetay,207,765,TRUE,3.695652174,282
8026,justonelastpromise,0,1715,TRUE,1715,234
8027,salinamus,279,2868,FALSE,10.27956989,16
8028,bellylovefeet,44,214,TRUE,4.863636364,0
8029,nurtaqinah,273,724,TRUE,2.652014652,100
8030,janiceleehy,196,594,TRUE,3.030612245,171
8031,cheezylauryn,209,1035,TRUE,4.95215311,472
8032,natsu_teo,117,403,TRUE,3.444444444,99
8033,annaling1304,343,1186,TRUE,3.457725948,294
8034,maybeiok,1,31,TRUE,31,1
8035,hui.zx,569,354,TRUE,0.622144112,611
8036,dorisqcgoh,10,2073,TRUE,207.3,0
8037,jan3yang,248,1163,TRUE,4.689516129,161
8038,dawnqkj,532,558,TRUE,1.04887218,49
8039,yyladycat,1712,7496,TRUE,4.378504673,1
8040,reaxhi,771,694,TRUE,0.900129702,161
8041,23001cm,35,1070,TRUE,30.57142857,274
8042,solelyrachel,111,186,FALSE,1.675675676,22
8043,shinievoo,1001,5515,TRUE,5.509490509,271
8044,joeylai03,173,1111,FALSE,6.421965318,214
8045,heryanti.r,356,1180,TRUE,3.314606742,1998
8046,butter_n_banana,1103,1167,TRUE,1.058023572,200
8047,xbsltx,2077,1094,TRUE,0.526721233,36
8048,jeanlynettelee,1459,5727,FALSE,3.925291295,223
8049,bulimicmind,882,3829,FALSE,4.341269841,344
8050,gladys_c595,24,181,TRUE,7.541666667,0
8051,jothepolarbear,226,384,TRUE,1.699115044,12
8052,keefe.tan.16,36,48,FALSE,1.333333333,0
8053,takoyakithecat,42,27,FALSE,0.642857143,3
8054,_nk319,1913,988,FALSE,0.516466283,4
8055,trapponya,69,429,TRUE,6.217391304,6541
8056,syazwaney_sukarman,332,541,TRUE,1.629518072,58
8057,joyun23,262,785,TRUE,2.996183206,3294
8058,jiaminnnnnnn,226,405,TRUE,1.792035398,15
8059,_your.smexyindian_,600,581,TRUE,0.968333333,26
8060,lilyrnr,24,94,TRUE,3.916666667,10
8061,khadijah.jamaludin,315,715,FALSE,2.26984127,274
8062,bettykiera_,543,1402,TRUE,2.581952118,51
8063,scarletvivienne,2836,1540,FALSE,0.543018336,2489
8064,jelenaroselle,124,353,TRUE,2.846774194,143
8065,serwong,445,1175,FALSE,2.640449438,151
8066,twinklelittlecrystals,720,563,FALSE,0.781944444,93
8067,freemy.self,57,161,FALSE,2.824561404,45
8068,shreks_muse,11,5312,TRUE,482.9090909,5
8069,jmieaang._,17,633,TRUE,37.23529412,910
8070,mesmerisg_crystals,88,94,FALSE,1.068181818,4
8071,cwh32000,1,59,FALSE,59,0
8072,sgcrystalah,844,1435,FALSE,1.700236967,186
8073,hoiyanie,49,218,TRUE,4.448979592,1167
8074,here_comes_lulu,26,437,FALSE,16.80769231,9
8075,kuromico,147,216,TRUE,1.469387755,243
8076,iammissypris,646,635,FALSE,0.982972136,1315
8077,natheroar,646,635,FALSE,0.982972136,1315
8078,ahbai_j,1,179,TRUE,179,123
8079,breadmonsterisme,18,1741,TRUE,96.72222222,435
8080,arieslingyan,123,253,TRUE,2.056910569,24
8081,shel_veracruz,294,1563,TRUE,5.316326531,1408
8082,tanshandy,171,323,TRUE,1.888888889,199
8083,feeyournamin,263,644,TRUE,2.448669202,1422
8084,ngzzzsammie,2,257,TRUE,128.5,3
8085,lowxlsherry,155,424,TRUE,2.735483871,83
8086,lilmissfreckles,438,2171,TRUE,4.956621005,3691
8087,raining_dayz,145,656,TRUE,4.524137931,793
8088,jucue,244,1740,TRUE,7.131147541,299
8089,chieupei,484,1512,TRUE,3.123966942,341
8090,fifilosophyinmono,79,93,FALSE,1.17721519,14
8091,chowaili,282,736,FALSE,2.609929078,760
8092,first_lovesg,12,81,TRUE,6.75,5
8093,dsqyvonne,82,239,FALSE,2.914634146,180
8094,lilregreg,19,26,TRUE,1.368421053,54
8095,ziziicrafts,945,188,FALSE,0.198941799,114
8096,junetan777,101,463,TRUE,4.584158416,296
8097,karinarojas907,801,4533,FALSE,5.65917603,393
8098,lhysamantha,1076,944,TRUE,0.87732342,2842
8099,kiorajes,316,527,TRUE,1.667721519,269
8100,jodavlee,111,384,TRUE,3.459459459,681
8101,xris3010,111,117,TRUE,1.054054054,35
8102,love.crystaal,662,2846,FALSE,4.299093656,33
8103,dada28,51,142,TRUE,2.784313725,156
8104,moodforcrystals,700,138,FALSE,0.197142857,17
8105,jclnxo,924,850,TRUE,0.91991342,315
8106,cecilia._kitchen,534,1387,FALSE,2.597378277,2166
8107,thecitrinemuses,603,44,FALSE,0.072968491,27
8108,lilac_cha,380,316,TRUE,0.831578947,218
8109,_dayna_dana_,225,457,TRUE,2.031111111,1
8110,mickey100600,0,1923,TRUE,1923,1
8111,jesslynlau,56,458,TRUE,8.178571429,687
8112,unicornthesharms,923,1049,TRUE,1.136511376,3574
8113,shop.herwardrobe,23,1082,TRUE,47.04347826,11
8114,katheriine92,486,1741,TRUE,3.582304527,987
8115,crystalng2020,39,162,FALSE,4.153846154,17
8116,shisanyeee,154,753,TRUE,4.88961039,317
8117,emelinejoy,2041,1499,FALSE,0.7344439,2800
8118,sallie_choo_9696,75,676,TRUE,9.013333333,45
8119,pauline_grei,117,336,TRUE,2.871794872,28
8120,phine_yeo,28,202,TRUE,7.214285714,10
8121,ruruby_,0,94,TRUE,94,0
8122,howkermitfeels,206,702,FALSE,3.40776699,0
8123,shanti_vion,1213,1004,TRUE,0.827699918,219
8124,mitzerella,845,825,FALSE,0.976331361,611
8125,newagegaia,1157,5,FALSE,0.004321521,108
8126,kerberries,449,850,TRUE,1.893095768,482
8127,yingx2lau,638,1722,TRUE,2.699059561,293
8128,meowmeow_bella,273,338,TRUE,1.238095238,268
8129,ppriscillala,1130,1304,TRUE,1.153982301,6319
8130,suiyan,252,590,TRUE,2.341269841,1946
8131,nerdycat,880,4644,FALSE,5.277272727,1201
8132,zeemeem,111,399,TRUE,3.594594595,39
8133,wahidgems_india,1096,7468,FALSE,6.813868613,1197
8134,desiree_zavier,183,326,FALSE,1.781420765,85
8135,nixaij,440,607,TRUE,1.379545455,273
8136,yennee91,232,465,TRUE,2.004310345,77
8137,yammy_momo,245,1565,TRUE,6.387755102,449
8138,luhrainetan,351,1505,TRUE,4.287749288,73
8139,solovly.co,208,88,FALSE,0.423076923,15
8140,wy16creative,188,441,FALSE,2.345744681,33
8141,fromtheground_sg,131,19,FALSE,0.145038168,30
8142,verachanyn,228,381,FALSE,1.671052632,263
8143,ailingireneng,149,443,TRUE,2.973154362,169
8144,joey_y_l,50,533,TRUE,10.66,55
8145,keepcalm_lovethyself,30,228,TRUE,7.6,50
8146,leen_raz,97,438,TRUE,4.515463918,29
8147,ttianberries,1357,3629,FALSE,2.674281503,1864
8148,eunarrr,997,2418,TRUE,2.425275827,3130
8149,91lllq,20,1940,TRUE,97,46
8150,happysun_2020,20,1940,TRUE,97,46
8151,yystargazing,223,312,TRUE,1.399103139,75
8152,cancerm00nfeelz,6,439,TRUE,73.16666667,190
8153,michelle_lurves,149,218,TRUE,1.463087248,425
8154,eltrut34,150,1469,FALSE,9.793333333,1870
8155,spideeyz2202,17,431,TRUE,25.35294118,88
8156,khawlahstreats,455,249,FALSE,0.547252747,41
8157,vivienc8p,37,276,TRUE,7.459459459,599
8158,aye.nat,922,672,TRUE,0.728850325,200
8159,farbungg,200,1418,TRUE,7.09,71
8160,betty.tan.9809,22,63,FALSE,2.863636364,0
8161,eirashinoda,203,1529,TRUE,7.532019704,866
8162,ponpailin.chew,1037,905,TRUE,0.87270974,4206
8163,kitkat_haveabreak,36,4953,TRUE,137.5833333,406
8164,felzfelizfelicia,544,1571,TRUE,2.887867647,617
8165,michtmx,125,638,TRUE,5.104,529
8166,mii.celine,77,94,TRUE,1.220779221,1
8167,yrsibling_tan_,498,564,TRUE,1.13253012,664
8168,moodswungg,2,325,TRUE,162.5,25
8169,ponggyy,320,794,TRUE,2.48125,631
8170,pistachioonutss,49,682,TRUE,13.91836735,3149
8171,sherrilim101,1130,2328,FALSE,2.060176991,263
8172,billkohmnanon,0,405,TRUE,405,333
8173,soda_bhg,3,428,TRUE,142.6666667,3
8174,yeo00theresa,130,427,TRUE,3.284615385,424
8175,shanewong30,29,144,TRUE,4.965517241,169
8176,_boohoohooo,47,304,TRUE,6.468085106,1252
8177,andreakoh.lh,4,225,TRUE,56.25,0
8178,jiajinl,489,604,TRUE,1.235173824,374
8179,elly.1122,134,232,TRUE,1.731343284,311
8180,sharonngcuixuan,478,2080,TRUE,4.351464435,114
8181,helloiamem,3786,2379,FALSE,0.62836767,338
8182,marietangxl,667,1006,FALSE,1.508245877,316
8183,vallerie_ting,236,467,TRUE,1.978813559,949
8184,karen_lim_1606,96,208,TRUE,2.166666667,70
8185,jennymoke,545,949,TRUE,1.741284404,347
8186,monalim.ml,73,151,FALSE,2.068493151,5
8187,cindylimtbc,19,39,FALSE,2.052631579,0
8188,cherylchongyr,108,766,TRUE,7.092592593,1840
8189,karenhazzzel,475,428,FALSE,0.901052632,1384
8190,yannu91,1007,2213,TRUE,2.197616683,1716
8191,nana.chungph,45,41,FALSE,0.911111111,0
8192,tiffyqiqi,564,3015,TRUE,5.345744681,2889
8193,yapyap_,482,1005,FALSE,2.085062241,27
8194,zcw1811,165,385,FALSE,2.333333333,62
8195,stevp.h,516,528,TRUE,1.023255814,0
8196,aliciachanlay1974,13,55,TRUE,4.230769231,39
8197,charislyparis,748,668,FALSE,0.893048128,46
8198,supportsgsmallbusiness,180,568,FALSE,3.155555556,14
8199,shierly_lvs,1402,1276,TRUE,0.910128388,471
8200,izzilnnyl,422,883,FALSE,2.092417062,439
8201,jasjasjaslyn,28,251,TRUE,8.964285714,1783
8202,farisaaah,1584,1549,FALSE,0.97790404,86
8203,leyitoh,722,981,TRUE,1.358725762,128
8204,emilylowww,211,402,TRUE,1.90521327,533
8205,ziedznko,85,1114,TRUE,13.10588235,46
8206,shop_crystalagatestone,1754,4380,FALSE,2.497149373,905
8207,pfchan_ingrace,32,253,FALSE,7.90625,23
8208,joannescy,34,102,TRUE,3,0
8209,audreynowonder,863,1003,TRUE,1.162224797,447
8210,susantoogeoksuan,67,58,FALSE,0.865671642,1
8211,geraldine.artz,230,1505,FALSE,6.543478261,88
8212,bellasimiu,23,101,TRUE,4.391304348,57
8213,chrissyhoeyy,281,702,TRUE,2.498220641,1344
8214,prissy_wsl,72,115,FALSE,1.597222222,12
8215,houjicha.aisu,299,813,FALSE,2.719063545,190
8216,yanyan_asy,121,316,TRUE,2.611570248,25
8217,_jnmt_,1020,1673,TRUE,1.640196078,9
8218,saraqis38,58,1079,TRUE,18.60344828,97
8219,sadunicorntears,220,1321,FALSE,6.004545455,2989
8220,ajphotodiary,89,368,FALSE,4.134831461,21
8221,junwinko,181,682,TRUE,3.767955801,151
8222,shavonnekwok,69,54,FALSE,0.782608696,0
8223,meexue,753,2328,TRUE,3.091633466,2164
8224,paurline,64,384,TRUE,6,3
8225,mekajikiislife,1145,1155,TRUE,1.008733624,1717
8226,shannen_ngws,169,219,FALSE,1.295857988,18
8227,rasyas12,127,228,TRUE,1.795275591,402
8228,eveeleennt,133,632,TRUE,4.751879699,654
8229,jy22thatsme,221,467,TRUE,2.113122172,179
8230,jeanetteblaisebeauty,68,256,FALSE,3.764705882,144
8231,the_hungry_alpaca,103,339,TRUE,3.291262136,241
8232,mabelfeng,151,958,FALSE,6.344370861,152
8233,candlesenses,49,85,FALSE,1.734693878,41
8234,yukoler,105,310,TRUE,2.952380952,98
8235,beaute__shine,2275,4498,FALSE,1.977142857,96
8236,crystal_bees_,959,5255,FALSE,5.479666319,223
8237,priya.rao2307,40,816,TRUE,20.4,4
8238,tanahmin,206,860,TRUE,4.174757282,1626
8239,su.leen.98,75,318,TRUE,4.24,40
8240,hv.takenaka,842,837,FALSE,0.994061758,65
8241,jocelynhee,93,501,TRUE,5.387096774,38
8242,crystalbarbar1,902,6543,FALSE,7.253880266,443
8243,same_llyyy,174,159,FALSE,0.913793103,23
8244,iyayen,267,341,TRUE,1.277153558,227
8245,love_chloec,92,815,TRUE,8.858695652,62
8246,dancingbaby16,41,374,TRUE,9.12195122,135
8247,curlypraby,310,602,TRUE,1.941935484,361
8248,ambs.chuuu,675,1030,TRUE,1.525925926,65
8249,dap_tay17,84,410,TRUE,4.880952381,1558
8250,jenkwek1314,442,468,TRUE,1.058823529,238
8251,cloe.esterjen26,846,969,TRUE,1.145390071,433
8252,areumy_7,44,1837,TRUE,41.75,0
8253,happyhuiz,239,676,FALSE,2.828451883,269
8254,sophianej,311,379,TRUE,1.218649518,577
8255,tex_gemcrystals,171,1416,TRUE,8.280701754,99
8256,chung__lee301,429,3737,TRUE,8.710955711,6
8257,jammie_mjy,26,581,TRUE,22.34615385,0
8258,linaasya014,316,3365,TRUE,10.64873418,494
8259,peiyitwinkle,74,775,TRUE,10.47297297,108
8260,shhspamz,30,984,TRUE,32.8,1801
8261,cherieeesl,288,708,TRUE,2.458333333,213
8262,hermanyeocz,666,957,TRUE,1.436936937,98
8263,sal4d,1047,618,TRUE,0.59025788,135
8264,avaaaa_nnnn,16,58,TRUE,3.625,0
8265,maya.lloyd.balingit,398,863,TRUE,2.168341709,1550
8266,nickieseoh,339,516,TRUE,1.522123894,173
8267,myookho,21,7,FALSE,0.333333333,0
8268,xiayurain85,181,599,TRUE,3.309392265,95
8269,gimmecrystalspls,149,104,FALSE,0.697986577,0
8270,florencelee698,22,40,FALSE,1.818181818,2
8271,nadiareezaljrmshahalam,3116,1877,FALSE,0.60237484,4140
8272,fel_felicia,1128,678,TRUE,0.60106383,105
8273,treeciaaa_,2,11,TRUE,5.5,208
8274,kath.lynomeraki,116,617,TRUE,5.318965517,1442
8275,crystal_muhlis,1095,5622,FALSE,5.134246575,518
8276,liqis,454,843,TRUE,1.856828194,228
8277,jessiie3277,18,165,TRUE,9.166666667,104
8278,julessyay,22,198,TRUE,9,0
8279,kryn.0_0,13,62,TRUE,4.769230769,0
8280,rose_ibrahim179,27,379,TRUE,14.03703704,76
8281,lai_yvonne,138,357,FALSE,2.586956522,1
8282,crystal_rinsanity,62,186,FALSE,3,0
8283,anneffendi,1106,2705,FALSE,2.445750452,1186
8284,jenistar6,202,610,TRUE,3.01980198,156
