Unnamed: 0,follower,no_of_followers,no_of_followees,is_private,ratio,no_of_posts
3693,nooeinniw,89,658,TRUE,7.393258427,0
3694,clawongg,45,896,TRUE,19.91111111,40
3695,ling_n_ollie,86,438,TRUE,5.093023256,79
3696,serenetwr,593,811,TRUE,1.36762226,1029
3697,irene.lca,279,589,FALSE,2.111111111,1946
3698,danitandanitan,184,887,FALSE,4.820652174,31
3699,yllim82,159,355,TRUE,2.232704403,1389
3700,queentammyandme,327,312,FALSE,0.95412844,803
3701,gerrifrances,206,1049,TRUE,5.09223301,262
3702,sherlyn_n,128,253,TRUE,1.9765625,37
3703,zaidah08,28,929,TRUE,33.17857143,10
3704,yjuntan,577,617,FALSE,1.06932409,408
3705,sl.everett,459,1441,TRUE,3.139433551,281
3706,dreamylightz,6,1409,TRUE,234.8333333,0
3707,mandalimm,513,2049,FALSE,3.994152047,147
3708,vonallure,309,899,FALSE,2.909385113,975
3709,jeslynlee09,27,357,TRUE,13.22222222,177
3710,cloudyy_dayys,114,283,TRUE,2.48245614,84
3711,ang.angeline,211,940,TRUE,4.454976303,3
3712,esterification_,646,3944,TRUE,6.105263158,2831
3713,juliajoy2020,112,1116,TRUE,9.964285714,1232
3714,anniecookie,216,314,TRUE,1.453703704,881
3715,terraajhealing,1991,335,FALSE,0.168257157,81
3716,joannewsh,1089,1321,TRUE,1.213039486,133
3717,mummy_of_the_3_precious,194,591,TRUE,3.046391753,161
3718,rachelelenatessa,434,2253,TRUE,5.19124424,548
3719,nia_teo,201,595,TRUE,2.960199005,157
3720,vanisawah,729,875,TRUE,1.200274348,162
3721,coolberries,7,475,TRUE,67.85714286,10
3722,myxyzx,42,160,TRUE,3.80952381,102
3723,yencheng_28,455,1035,FALSE,2.274725275,185
3724,nanaeryqa,732,3493,TRUE,4.771857923,1005
3725,miewkiat,283,1190,TRUE,4.204946996,1552
3726,aniciagan,767,850,TRUE,1.10821382,359
3727,cindy_kll,76,145,TRUE,1.907894737,0
3728,evejol,287,683,TRUE,2.379790941,98
3729,shevon_sl,354,803,TRUE,2.268361582,0
3730,x1in,76,861,TRUE,11.32894737,619
3731,sun_aclc,123,485,TRUE,3.943089431,0
3732,kohpisiewdai,950,3345,TRUE,3.521052632,2264
3733,xue08,100,549,TRUE,5.49,159
3734,rabbitsinplaysuits,216,656,TRUE,3.037037037,10
3735,isabchewjr,456,834,TRUE,1.828947368,271
3736,bubblebubblestea,771,1254,TRUE,1.626459144,2182
3737,floatingonbliss,1357,1846,FALSE,1.360353721,6470
3738,lingjiayi,1194,1192,TRUE,0.998324958,1193
3739,evangelineyyyy,910,891,TRUE,0.979120879,245
3740,bozzduke,32,5541,TRUE,173.15625,2991
3741,katelynlth,276,463,FALSE,1.677536232,284
3742,sherrmin_y,233,942,TRUE,4.042918455,1230
3743,ryldouzi,121,1192,TRUE,9.851239669,1243
3744,iamaudreytan,51,627,TRUE,12.29411765,226
3745,weechuchee,627,1612,FALSE,2.570972887,507
3746,gnawhesor,0,686,TRUE,686,54
3747,wennnnn,301,799,TRUE,2.65448505,589
3748,clrxrr,221,2681,TRUE,12.13122172,183
3749,brina7889,113,712,TRUE,6.300884956,225
3750,snoobfish,300,767,TRUE,2.556666667,582
3751,iamcheryltanst,863,653,FALSE,0.756662804,32
3752,ivonne.pratiwi,683,769,FALSE,1.125915081,530
3753,rivanetteee,64,135,TRUE,2.109375,1055
3754,soonorsooner,974,1250,FALSE,1.283367556,1861
3755,iamninitan,115,297,TRUE,2.582608696,1020
3756,lollidodo,176,624,TRUE,3.545454545,150
3757,blurpiglet,69,309,TRUE,4.47826087,37
3758,sheenacsl,161,396,TRUE,2.459627329,102
3759,kiiroitori_liz,564,1722,TRUE,3.053191489,311
3760,deborwarrr,923,3684,FALSE,3.991332611,2464
3761,erinyms,272,389,TRUE,1.430147059,383
3762,caelyneisus,66,551,TRUE,8.348484848,1040
3763,teosheila,512,858,FALSE,1.67578125,104
3764,caranora.sg,94,1508,FALSE,16.04255319,144
3765,dewy_wen,133,4682,TRUE,35.20300752,470
3766,chelleem,2000,1066,TRUE,0.533,1706
3767,amde_lulucrystal,2062,6960,FALSE,3.375363725,5376
3768,oooogie,705,772,TRUE,1.095035461,177
3769,candyzsj,123,609,TRUE,4.951219512,29
3770,rachelli72,403,1024,FALSE,2.540942928,335
3771,vivq,302,4565,TRUE,15.11589404,244
3772,jesslynyht,223,325,TRUE,1.457399103,452
3773,ohhelloyenn,670,965,TRUE,1.440298507,1028
3774,aaaaadelinee,201,1137,TRUE,5.656716418,2340
3775,meeningfully,1396,860,FALSE,0.616045845,1717
3776,cinderpuila,225,1878,TRUE,8.346666667,692
3777,abbyclt923,261,1234,TRUE,4.727969349,91
3778,lynotlean,727,4230,TRUE,5.818431912,541
3779,rapidfire_st,67,230,TRUE,3.432835821,382
3780,pawsandcrystals,1842,1754,FALSE,0.952225841,83
3781,maryannashlyn,147,843,TRUE,5.734693878,141
3782,mkhoooo,199,532,TRUE,2.673366834,178
3783,angelixteng,164,371,TRUE,2.262195122,72
3784,gerizoelim,124,715,TRUE,5.766129032,192
3785,jaslynpoh,628,6232,TRUE,9.923566879,365
3786,fiah_thng,865,1231,FALSE,1.423121387,637
3787,seulcats,68,1079,TRUE,15.86764706,1458
3788,f0ng0212,218,438,TRUE,2.009174312,244
3789,pinkpeel,553,2393,TRUE,4.327305606,303
3790,idylldiaz,256,2909,TRUE,11.36328125,9
3791,tong911,103,298,TRUE,2.893203883,112
3792,ainizsmile,342,535,TRUE,1.564327485,197
3793,aggiekua,141,550,TRUE,3.90070922,153
3794,pearntd,652,489,FALSE,0.75,455
3795,awedreee,1121,680,FALSE,0.606601249,697
3796,el_shafwan,1315,6717,FALSE,5.107984791,364
3797,maqxie,2026,6330,FALSE,3.124383021,1255
3798,sashasaharan,299,399,TRUE,1.334448161,126
3799,reifoh,880,7140,FALSE,8.113636364,256
3800,whenshewasbored,48,69,FALSE,1.4375,46
3801,evexue,299,1100,TRUE,3.678929766,24
3802,liling_lim,384,1567,TRUE,4.080729167,72
3803,baddietan,66,988,TRUE,14.96969697,991
3804,pebblelao,32,311,TRUE,9.71875,0
3805,gg4chews,7,250,TRUE,35.71428571,136
3806,episodeinlife,0,395,TRUE,395,37
3807,enialecheese,348,801,TRUE,2.301724138,463
3808,sharon_yeo,185,435,FALSE,2.351351351,439
3809,peanutismyjam,579,1006,FALSE,1.737478411,264
3810,rebeccaxseah,5136,4845,FALSE,0.943341121,8986
3811,msongyy,1144,2559,TRUE,2.236888112,864
3812,ryanne.toh,55,539,TRUE,9.8,18
3813,hunny_candytt,216,457,TRUE,2.115740741,1845
3814,vedya_ame,140,1490,TRUE,10.64285714,881
3815,kerris_c,63,608,TRUE,9.650793651,285
3816,dhiyarui,808,2267,TRUE,2.805693069,1331
3817,wxyzenglin,213,805,TRUE,3.779342723,759
3818,mumu_rebirth,435,2249,TRUE,5.170114943,98
3819,bonksq,60,544,TRUE,9.066666667,68
3820,zzxuan90,363,2836,TRUE,7.812672176,829
3821,shereen78,124,450,TRUE,3.629032258,102
3822,yanzgoh,70,251,TRUE,3.585714286,98
3823,adeladelicious,313,424,TRUE,1.354632588,704
3824,fiona_ho89,4547,7501,FALSE,1.649659116,575
3825,rockyabon,704,548,FALSE,0.778409091,117
3826,chiammyx,428,869,TRUE,2.030373832,767
3827,ah00bao,57,129,FALSE,2.263157895,80
3828,priya.k7,37,62,FALSE,1.675675676,0
3829,merryembee,341,2771,TRUE,8.126099707,8
3830,joleen_koay,442,1234,FALSE,2.791855204,819
3831,lindaryangx,116,222,TRUE,1.913793103,567
3832,zhenyi0507,351,406,TRUE,1.156695157,22
3833,jolynteng,209,2022,FALSE,9.674641148,1506
3834,bmronaldzou,18,481,TRUE,26.72222222,0
3835,felafelly,831,814,TRUE,0.97954272,480
3836,ahbaooooo,357,532,TRUE,1.490196078,942
3837,greenyweyd,241,1675,TRUE,6.950207469,922
3838,itislife99,3,252,TRUE,84,1
3839,bel_beling,263,276,TRUE,1.049429658,360
3840,rainiedoll,305,471,TRUE,1.544262295,2152
3841,reflectiveqotd,48,577,FALSE,12.02083333,95
3842,mur30ni,493,7189,TRUE,14.5821501,12
3843,jeliquor_92,1467,2145,TRUE,1.462167689,232
3844,shirley.zhong,72,570,TRUE,7.916666667,2
3845,allenyu577,642,2138,FALSE,3.330218069,33
3846,sunkisstttt,865,1413,TRUE,1.633526012,550
3847,michelle.hmgold,1148,3375,FALSE,2.93989547,469
3848,eugingerr,510,593,FALSE,1.162745098,39
3849,puretulips,91,356,TRUE,3.912087912,825
3850,xue_ni,558,774,TRUE,1.387096774,392
3851,evelynlovesmilo,204,4680,TRUE,22.94117647,88
3852,wangg.ch_,1020,796,FALSE,0.780392157,245
3853,toy.peridot,219,630,TRUE,2.876712329,157
3854,estadiaries,217,1773,TRUE,8.170506912,522
3855,valcassies,278,793,TRUE,2.852517986,34
3856,slowmusing,0,1876,TRUE,1876,9
3857,msalinahm,832,664,TRUE,0.798076923,0
3858,chrissuni,106,1824,FALSE,17.20754717,26
3859,_stone_energy,1750,7313,FALSE,4.178857143,1054
3860,s__a__r__a__p,1525,3163,TRUE,2.074098361,15
3861,_sxmier_,146,241,TRUE,1.650684932,17
3862,ashies_jj,264,2937,TRUE,11.125,403
3863,clarita401,45,762,TRUE,16.93333333,12
3864,mandyxlai,230,2190,TRUE,9.52173913,714
3865,alyssawanru,115,305,TRUE,2.652173913,36
3866,durpxe,0,366,TRUE,366,322
3867,peggy_eeu,138,271,TRUE,1.963768116,267
3868,eceinojwong,606,1544,TRUE,2.547854785,233
3869,cindy.cheok,226,1044,FALSE,4.619469027,2
3870,serenejs,180,484,FALSE,2.688888889,44
3871,jcjcyancl,914,395,FALSE,0.432166302,1956
3872,amxdaxyz,217,945,TRUE,4.35483871,886
3873,kirah_isa21,619,2766,TRUE,4.468497577,1126
3874,anqisays,438,549,TRUE,1.253424658,96
3875,peadreys80,130,483,TRUE,3.715384615,62
3876,erinylng,56,657,TRUE,11.73214286,922
3877,weiis86,22,420,TRUE,19.09090909,2
3878,limlim.ig,339,4961,TRUE,14.63421829,53
3879,armummyplushies,199,326,TRUE,1.638190955,23
3880,ataxophobia,231,1268,TRUE,5.489177489,403
3881,happyleafyye,224,528,TRUE,2.357142857,768
3882,imjoantt,64,312,TRUE,4.875,37
3883,gianguyen812,94,1056,TRUE,11.23404255,211
3884,redorangeyellowgreen1212,0,679,TRUE,679,0
3885,jodivastiliev,788,1581,FALSE,2.006345178,1062
3886,jazzimini,128,838,TRUE,6.546875,767
3887,shaannyeow_,38,380,TRUE,10,379
3888,y.lwjjj,192,2636,TRUE,13.72916667,1233
3889,steph.anieeegoh,613,644,FALSE,1.050570962,722
3890,masturauruc,423,2435,TRUE,5.756501182,1399
3891,wsueanne,225,2255,TRUE,10.02222222,1156
3892,jocey_miin,237,630,TRUE,2.658227848,53
3893,shiharnn,172,713,TRUE,4.145348837,101
3894,joy_lleer,461,383,TRUE,0.830802603,39
3895,boeyxw,337,988,TRUE,2.931750742,662
3896,elivia_lobo,394,1541,TRUE,3.911167513,58
3897,jennyng1308,395,2286,TRUE,5.787341772,527
3898,gobuwobu,0,1708,TRUE,1708,2937
3899,junyee.x,297,1298,TRUE,4.37037037,175
3900,steffi.tam,325,1888,TRUE,5.809230769,188
3901,kittyhuan,123,593,TRUE,4.821138211,100
3902,yatie.ad,432,545,FALSE,1.261574074,23
3903,wong_sx,105,159,TRUE,1.514285714,177
3904,xinhui1122,141,374,TRUE,2.65248227,218
3905,chocolateey79,432,1118,TRUE,2.587962963,400
3906,_myen_s,213,1977,TRUE,9.281690141,256
3907,katherinehuiting,776,2728,FALSE,3.515463918,604
3908,missyevelyn,687,5214,TRUE,7.589519651,624
3909,whysoahbui,0,1699,TRUE,1699,22
3910,atika_rebin,1200,1834,FALSE,1.528333333,380
3911,luna.viix,114,133,TRUE,1.166666667,0
3912,tiff_ltr,332,746,TRUE,2.246987952,732
3913,mabel_chue,58,816,TRUE,14.06896552,15
3914,tvzombie90,33,729,TRUE,22.09090909,444
3915,thelitinggg,187,347,TRUE,1.855614973,42
3916,theareginac,430,1108,FALSE,2.576744186,1535
3917,herlefrancisvivianmogensen,339,2635,TRUE,7.772861357,3
3918,happyhappy_panda,1,396,TRUE,396,0
3919,octiprus,172,1725,FALSE,10.02906977,244
3920,phoebeee.teo,965,787,FALSE,0.815544041,4
3921,twinklepetal,10,1024,TRUE,102.4,472
3922,wongsiewsiew,11,293,TRUE,26.63636364,0
3923,lorainehew,851,792,FALSE,0.9306698,1117
3924,d.arkensoul,1626,930,FALSE,0.57195572,2
3925,dom.deluna,249,696,FALSE,2.795180723,3
3926,sabby_ungu,74,174,TRUE,2.351351351,1
3927,tehpengpapi,509,544,TRUE,1.068762279,79
3928,sherlittlechicken,80,222,TRUE,2.775,41
3929,strawberrylavenderr,414,939,FALSE,2.268115942,540
3930,chaaarmaainee,313,393,TRUE,1.255591054,230
3931,cataminerals,3867,7485,FALSE,1.935608999,657
3932,kellyc.hew,614,1714,TRUE,2.791530945,2309
3933,elvaaaaanxq,301,1291,TRUE,4.289036545,454
3934,natural_crystal_wholesaler_liu,1107,1796,FALSE,1.622402891,1474
3935,tmlsharon,60,698,TRUE,11.63333333,49
3936,sishan_2402,391,1140,TRUE,2.915601023,371
3937,chansolid,239,1615,FALSE,6.757322176,2395
3938,adrianlim5,75,1165,TRUE,15.53333333,1
3939,yeyyyy__,328,722,TRUE,2.201219512,190
3940,cheukkky,633,615,FALSE,0.971563981,264
3941,telkmm,0,64,TRUE,64,0
3942,qinnieee,186,690,TRUE,3.709677419,3821
3943,careneeee,247,530,TRUE,2.145748988,21
3944,r.o.h.i.n.i.10,271,1944,TRUE,7.173431734,451
3945,_shuqi,426,1131,TRUE,2.654929577,1402
3946,insatiablecoquette,0,2885,TRUE,2885,0
3947,sparklling,258,878,TRUE,3.403100775,1376
3948,rachwen82,65,253,TRUE,3.892307692,122
3949,barbiecarnival,747,745,TRUE,0.997322624,1300
3950,deetiya,707,3960,TRUE,5.601131542,31
3951,fairlynn89,319,869,TRUE,2.724137931,116
3952,nita_hussein,30,159,TRUE,5.3,61
3953,crystalwholesale_chn,2798,6704,FALSE,2.395997141,797
3954,snowyleowy,180,484,TRUE,2.688888889,440
3955,wennlurvve,352,2576,TRUE,7.318181818,618
3956,jesmeowmeow,57,266,TRUE,4.666666667,364
3957,runawaylove,855,2190,TRUE,2.561403509,199
3958,liuyinliuyin,378,1444,TRUE,3.82010582,1074
3959,euniceeunicee,403,1365,TRUE,3.387096774,160
3960,jayessie,795,877,TRUE,1.103144654,47
3961,idgaday,69,611,TRUE,8.855072464,0
3962,xoxoxuan,53,474,TRUE,8.943396226,893
3963,6469_uy,11,435,TRUE,39.54545455,0
3964,melodyv321,172,210,FALSE,1.220930233,228
3965,shimah29,203,1476,TRUE,7.270935961,0
3966,oskno21,13,132,TRUE,10.15384615,58
3967,liyunsoh,364,722,TRUE,1.983516484,213
3968,stephy5584,148,594,TRUE,4.013513514,43
3969,anurathakanderaju,2132,3488,TRUE,1.636022514,1713
3970,fenix.bleu,1712,2062,FALSE,1.204439252,216
3971,beverlykerk,139,629,TRUE,4.525179856,699
3972,k_eziatan,268,1052,FALSE,3.925373134,116
3973,booron,191,1095,TRUE,5.732984293,540
3974,cannonsntulips,1091,277,FALSE,0.253895509,447
3975,ashlynnmaddams,504,1370,TRUE,2.718253968,3016
3976,jiayilim,221,865,FALSE,3.914027149,35
3977,lordcrayfish,4,478,TRUE,119.5,0
3978,genafaith,128,534,TRUE,4.171875,1243
3979,hazelhazelhazelb,51,1201,FALSE,23.54901961,6
3980,snowite08,29,615,TRUE,21.20689655,2
3981,hayzeltan,454,449,TRUE,0.988986784,99
3982,kittybearrrr,599,2094,TRUE,3.495826377,1919
3983,xzmg_love,25,398,FALSE,15.92,16
3984,sillyteelypixie,195,1477,TRUE,7.574358974,221
3985,mumtazsimple34,277,366,TRUE,1.321299639,539
3986,janisdcr,224,484,TRUE,2.160714286,244
3987,stepfichee,672,532,FALSE,0.791666667,77
3988,shfarhanah,514,1663,TRUE,3.23540856,371
3989,nazatulfadzlin,174,312,TRUE,1.793103448,393
3990,dselmed,161,1596,TRUE,9.913043478,112
3991,____sertan3003____,582,896,TRUE,1.5395189,1690
3992,tan_ally,367,1486,TRUE,4.049046322,845
3993,vraisrien,38,4106,TRUE,108.0526316,39
3994,mssmmy,1124,2635,TRUE,2.34430605,1200
3995,yufenchan,755,1413,TRUE,1.871523179,1899
3996,kuankuan20,829,924,TRUE,1.114595899,117
3997,raisa_oilforlife,1166,889,FALSE,0.762435678,553
3998,ava.xq,229,371,TRUE,1.620087336,15
3999,_lazylazy__,201,244,TRUE,1.213930348,0
4000,lilsu,386,2120,TRUE,5.492227979,1743
4001,leanatang,282,572,TRUE,2.028368794,289
4002,chenggmunn,830,839,TRUE,1.010843373,535
4003,smoljesse,114,426,TRUE,3.736842105,0
4004,pureheartandsoulcrystals,6891,7458,FALSE,1.082281236,6093
4005,shahrmayne,886,2088,TRUE,2.356659142,3359
4006,rachelle_lth_,48,3284,TRUE,68.41666667,192
4007,feli.ng,1270,3342,TRUE,2.631496063,1761
4008,el.centelleo,279,345,TRUE,1.23655914,6
4009,sayuri_sim,110,669,TRUE,6.081818182,159
4010,kkeexxiinn,885,2354,FALSE,2.659887006,30
4011,i.bebe12,35,520,TRUE,14.85714286,2
4012,eunyse,109,1069,TRUE,9.80733945,657
4013,shine_bright_l,9,1241,TRUE,137.8888889,2
4014,shhhhhhquiet55,155,615,FALSE,3.967741935,15
4015,josephineelf_,204,231,TRUE,1.132352941,89
4016,starry526,390,710,FALSE,1.820512821,1031
4017,haze_linda_samad,229,5457,TRUE,23.82969432,693
4018,claudinetham,98,873,TRUE,8.908163265,124
4019,darlingliling,246,371,TRUE,1.508130081,785
4020,crystal_wkm,124,175,TRUE,1.411290323,33
4021,silversaturn,110,546,TRUE,4.963636364,103
4022,imah_haidar,172,427,TRUE,2.48255814,380
4023,raeseet,191,547,TRUE,2.863874346,1256
4024,hapibiscuit,47,530,TRUE,11.27659574,4
4025,d3wi.e,5,356,TRUE,71.2,0
4026,moonwillowz,455,6528,TRUE,14.34725275,32
4027,163kg_88cm,1859,3844,TRUE,2.067778375,1429
4028,calnotkel,287,335,TRUE,1.167247387,122
4029,joyz112_beautysecret,287,335,TRUE,1.167247387,122
4030,aida19876,94,894,TRUE,9.510638298,1
4031,livetooil,98,117,FALSE,1.193877551,94
4032,3c1naj,56,813,TRUE,14.51785714,1355
4033,fishyi23,199,1614,TRUE,8.110552764,456
4034,kzoeyh,182,190,TRUE,1.043956044,317
4035,grace.kohsf,123,170,FALSE,1.382113821,50
4036,amandaalexandralee,185,1335,FALSE,7.216216216,7
4037,abbie_yuki_yumi_miki_mika,4324,918,FALSE,0.212303423,671
4038,mseilly,508,3470,TRUE,6.830708661,852
4039,autumlz,485,6532,TRUE,13.46804124,0
4040,ombreloveee,105,513,TRUE,4.885714286,190
4041,zaza.shakira,548,2967,FALSE,5.414233577,155
4042,babyoscar17,4,462,TRUE,115.5,24
4043,ang_yw,175,592,TRUE,3.382857143,77
4044,renelor,12,960,TRUE,80,835
4045,xinzi_04,353,3495,FALSE,9.900849858,3
4046,illucent,0,275,TRUE,275,63
4047,neivxoxo,90,1270,TRUE,14.11111111,376
4048,baoxinnnn,418,1748,TRUE,4.181818182,853
4049,claramummee,3565,7491,FALSE,2.101262272,260
4050,msjamie503,175,455,TRUE,2.6,352
4051,xmslynn,5841,4852,FALSE,0.830679678,1178
4052,foodmakesmyworld,359,3329,FALSE,9.272980501,379
4053,crystal_lim22,45,203,TRUE,4.511111111,4
4054,wenzii,279,1112,FALSE,3.985663082,422
4055,carine.qifen,406,1073,FALSE,2.642857143,14
4056,mrshunnyb,210,597,TRUE,2.842857143,531
4057,ohheylittledreamer,436,1646,FALSE,3.775229358,182
4058,jedipilotstorm,360,421,FALSE,1.169444444,253
4059,giantsnakeborthdaycake,55,700,FALSE,12.72727273,9
4060,love.starrie,285,963,TRUE,3.378947368,148
4061,hasyazi,48,2197,TRUE,45.77083333,0
4062,hhuuiixxiinn,123,370,TRUE,3.008130081,201
4063,sihoontan,469,435,FALSE,0.92750533,1075
4064,wei_laura,116,519,TRUE,4.474137931,168
4065,kyoaliqing,389,2237,TRUE,5.750642674,11
4066,juliewongpz,423,1936,TRUE,4.576832151,322
4067,vanquek,1140,3686,FALSE,3.233333333,1275
4068,galaxy_bella,325,1007,TRUE,3.098461538,307
4069,nizarwidjadja,1000,2452,TRUE,2.452,90
4070,nurulhudaismail,828,6118,FALSE,7.388888889,1007
4071,yenni331_,178,371,TRUE,2.084269663,1
4072,htiafpeek_,178,371,TRUE,2.084269663,1
4073,chelxh,4199,4391,FALSE,1.045725173,2336
4074,t.wr1804,868,869,FALSE,1.001152074,101
4075,beautieee.sg,868,869,FALSE,1.001152074,101
4076,roxannemariel,3163,3877,FALSE,1.225735062,1494
4077,g.txy,54,324,TRUE,6,29
4078,rosemarytjk,913,7501,FALSE,8.21577218,88
4079,yawnballs,305,2881,TRUE,9.445901639,3479
4080,viviencsm,453,1182,TRUE,2.609271523,73
4081,ih8veg,19,440,TRUE,23.15789474,269
4082,nadiatequianez,655,5135,FALSE,7.839694656,140
4083,januaryzelle,260,857,TRUE,3.296153846,233
4084,nilnay_,18,1122,TRUE,62.33333333,164
4085,sukimemories,283,229,FALSE,0.809187279,4
4086,suzychua,1358,3500,FALSE,2.577319588,657
4087,sherrietohz,1949,1380,FALSE,0.708055413,646
4088,ms_angelineheng,492,1660,TRUE,3.37398374,321
4089,valllllorh,120,306,FALSE,2.55,1
4090,gen.got.a.plan,527,2427,FALSE,4.605313093,1071
4091,sillygoose1121,241,958,FALSE,3.975103734,45
4092,rubyregenhardt,185,3309,FALSE,17.88648649,1
4093,sourcreamonions,19,204,TRUE,10.73684211,6
4094,pjrincess,418,984,TRUE,2.354066986,1245
4095,eatdrinkbemerryy,217,112,FALSE,0.516129032,17
4096,jsaffairssg,275,132,FALSE,0.48,50
4097,_fyzmn_,508,4068,TRUE,8.007874016,29
4098,squishiesluvver_studio,5733,772,TRUE,0.134658992,5378
4099,gems_areena,3181,6071,FALSE,1.908519334,930
4100,leffieroo,380,537,TRUE,1.413157895,191
4101,lovingallthingspretty,414,1100,TRUE,2.657004831,933
4102,sadlashes,45,48,TRUE,1.066666667,650
4103,hgtricia,94,509,TRUE,5.414893617,191
4104,benvoli_lee,0,1649,TRUE,1649,1
4105,gempohhop,452,1611,TRUE,3.564159292,77
4106,redrubyxuan,1092,1599,TRUE,1.464285714,1449
4107,zephyrixa_,960,6861,TRUE,7.146875,272
4108,cindytan2013,37,535,TRUE,14.45945946,252
4109,cutiegal810,129,328,TRUE,2.542635659,57
4110,septinatan,483,1387,TRUE,2.871635611,705
4111,oolong_pomchacha,278,454,FALSE,1.633093525,262
4112,kittygic,148,2088,FALSE,14.10810811,140
4113,missy_mar,333,1182,TRUE,3.54954955,430
4114,pearl_in_oyster,689,1588,FALSE,2.30478955,1074
4115,sabsthegoodbtch,34,737,FALSE,21.67647059,26
4116,joanne_chew3,44,1090,FALSE,24.77272727,1
4117,agnes_aiyin,666,695,TRUE,1.043543544,695
4118,ourmorningstories,676,1264,FALSE,1.869822485,10
4119,pui.leng,188,2032,TRUE,10.80851064,514
4120,nurarieyan,348,6139,TRUE,17.6408046,173
4121,ashleyxteo,140,689,TRUE,4.921428571,1753
4122,moesatcho2004,92,223,TRUE,2.423913043,222
4123,gladysis80,71,270,FALSE,3.802816901,29
4124,fairycarmel,1291,6221,TRUE,4.818745159,367
4125,mavisdestinee,1002,1683,TRUE,1.679640719,4397
4126,qy_von,366,930,TRUE,2.540983607,1400
4127,hqlim88,142,1618,TRUE,11.3943662,82
4128,rabbitpeg,262,1247,TRUE,4.759541985,2091
4129,supengng,119,986,TRUE,8.285714286,77
4130,alkpony,23,473,FALSE,20.56521739,1
4131,annabellala_ng,299,1102,TRUE,3.685618729,84
4132,unicetyn,747,666,FALSE,0.891566265,685
4133,wendyangeltan,56,341,TRUE,6.089285714,383
4134,xueblackpearl,169,241,TRUE,1.426035503,360
4135,foreverestsg,152,1694,TRUE,11.14473684,1728
4136,edwinaqsj,173,1139,TRUE,6.583815029,721
4137,jael8899,114,963,TRUE,8.447368421,564
4138,_k.aylee_,56,932,TRUE,16.64285714,129
4139,gvera.faith,342,991,TRUE,2.897660819,397
4140,nal.lil.vixen,54,256,TRUE,4.740740741,12
4141,shanshinelove,492,363,TRUE,0.737804878,345
4142,time_flies_midnight,47,1105,TRUE,23.5106383,568
4143,gladiser,333,525,TRUE,1.576576577,616
4144,immsher,1026,636,TRUE,0.619883041,60
4145,saamchia,420,1473,TRUE,3.507142857,59
4146,sw3tha,110,1512,TRUE,13.74545455,38
4147,metamorphosis38_,141,2507,TRUE,17.78014184,166
4148,ephemerality_x,0,630,TRUE,630,0
4149,ahpunehneh,18,276,TRUE,15.33333333,401
4150,sherynetan,493,940,TRUE,1.906693712,259
4151,fuzzycook,104,205,TRUE,1.971153846,134
4152,serenezy,296,1141,TRUE,3.85472973,451
4153,limeybeans,1017,1905,FALSE,1.873156342,252
4154,shakilahbanu,132,1751,TRUE,13.26515152,0
4155,del_felsingher,867,5793,TRUE,6.6816609,927
4156,vibepluz,51,111,FALSE,2.176470588,3
4157,celyntoh,386,826,FALSE,2.139896373,74
4158,qiwenchung,169,1509,TRUE,8.928994083,455
4159,jineyyy_,1060,2059,FALSE,1.94245283,1266
4160,no1_shopaholic,82,572,TRUE,6.975609756,246
4161,w3ndy_w3ndy,399,744,TRUE,1.864661654,1204
4162,vioonna,783,1850,TRUE,2.362707535,1890
4163,nahcares,783,1850,TRUE,2.362707535,1890
4164,amychuahb,165,369,TRUE,2.236363636,92
4165,eilyfufu,400,1815,TRUE,4.5375,545
4166,sexyassbufflord,39,195,TRUE,5,324
4167,dedede0n,439,490,TRUE,1.116173121,50
4168,xl1292929,2,428,TRUE,214,132
4169,zharms_crystal_wholesale,4210,4685,FALSE,1.112826603,1031
4170,babybrawler,6,4,FALSE,0.666666667,22
4171,mamadoudi836,124,577,FALSE,4.653225806,6
4172,mi.manisha,35,222,FALSE,6.342857143,0
4173,doris_goldfish,25,80,FALSE,3.2,0
4174,chngselene,273,741,TRUE,2.714285714,175
4175,itsalwaysyou_____,369,872,TRUE,2.363143631,1
4176,michelle_tiamtiamjiak,255,298,TRUE,1.168627451,834
4177,themystiquestyle,80,32,FALSE,0.4,48
4178,morteza_42160,756,1967,FALSE,2.601851852,56
4179,rocketroniksxc,812,860,TRUE,1.0591133,2
4180,fdtyt,777,899,TRUE,1.157014157,196
4181,cuckoobyfathimah,68,241,FALSE,3.544117647,25
4182,raini3_huiling,269,1193,TRUE,4.434944238,671
4183,yinglene,287,1855,TRUE,6.463414634,595
4184,lfousseny,88,815,FALSE,9.261363636,1
